id_loss,claim_amount,leakage_label,pet_breed,pet_species,owner_age,number_of_previous_claims,days_to_claim,policy_tenure
1268,404.79,0,ragdoll,cat,37,2,3,33
1269,85.87,0,retriever,dog,54,1,14,26
1270,517.97,0,labrador,dog,47,2,12,7
1271,173.63,0,labrador,dog,38,1,8,24
1272,352.29,0,siamese,cat,53,1,14,8
1273,219.61,0,maine_coon,cat,55,1,3,37
1274,525.07,0,bulldog,dog,48,2,6,45
1275,295.15,0,spaniel,dog,38,3,4,4
1276,233.79,0,persian,cat,37,1,10,9
1277,196.94,0,bengal,cat,45,2,15,57
1278,591.52,0,poodle,dog,40,1,7,22
1279,155.04,1,retriever,dog,49,2,22,58
1280,584.54,0,retriever,dog,36,0,32,45
1281,265.43,0,ragdoll,cat,48,0,1,56
1282,137.28,0,labrador,dog,38,2,10,11
1283,102.37,1,siamese,cat,44,4,3,15
1284,104.33,0,retriever,dog,41,1,9,36
1285,154.37,0,siamese,cat,31,0,4,19
1286,234.97,0,retriever,dog,23,2,10,18
1287,163.3,0,labrador,dog,25,2,26,12
1288,219.31,0,bulldog,dog,40,2,4,23
1289,417.45,0,poodle,dog,49,2,7,33
1290,196.78,0,labrador,dog,48,2,7,57
1291,163.55,0,poodle,dog,26,1,4,18
1292,163.85,0,retriever,dog,44,1,14,18
1293,373.09,1,retriever,dog,45,1,11,40
1294,374.28,0,poodle,dog,38,1,20,13
1295,274.3,0,retriever,dog,53,1,4,30
1296,177.19,0,bengal,cat,53,2,6,44
1297,136.08,0,poodle,dog,31,0,1,43
1298,150.36,0,bulldog,dog,26,1,10,54
1299,235.05,0,bulldog,dog,36,2,4,54
1300,360.56,0,labrador,dog,42,0,4,23
1301,111.01,0,poodle,dog,41,1,15,21
1302,243.41,0,labrador,dog,46,4,5,3
1303,209.63,1,maine_coon,cat,44,2,4,51
1304,129.04,1,bengal,cat,47,1,14,18
1305,405.73,0,poodle,dog,35,1,3,29
1306,201.25,0,spaniel,dog,40,4,7,20
1307,338.88,1,ragdoll,cat,44,1,3,49
1308,129.42,0,poodle,dog,58,1,3,6
1309,276.56,0,retriever,dog,59,2,21,51
1310,200.73,0,poodle,dog,43,1,9,10
1311,141.96,0,spaniel,dog,20,1,11,10
1312,278.17,0,spaniel,dog,50,1,3,37
1313,185.45,0,bulldog,dog,24,2,6,15
1314,231.33,0,bengal,cat,18,1,7,8
1315,328.18,0,poodle,dog,50,1,1,48
1316,202.1,0,labrador,dog,44,0,10,49
1317,368.2,1,labrador,dog,30,1,15,7
1318,165.97,0,bengal,cat,45,1,5,50
1319,135.22,0,poodle,dog,34,0,11,36
1320,175.94,0,retriever,dog,49,1,8,47
1321,169.93,0,retriever,dog,63,3,2,20
1322,362.41,0,bulldog,dog,32,1,14,28
1323,300.08,0,bulldog,dog,19,1,4,38
1324,477.29,0,labrador,dog,26,1,15,7
1325,102.45,0,labrador,dog,43,3,12,26
1326,311.27,0,spaniel,dog,50,1,8,1
1327,177.82,0,maine_coon,cat,37,1,2,24
1328,150.72,0,bulldog,dog,28,2,4,54
1329,220.41,0,spaniel,dog,25,1,11,53
1330,242.45,0,retriever,dog,55,3,19,53
1331,396.32,0,spaniel,dog,25,0,3,9
1332,170.96,1,spaniel,dog,18,1,0,10
1333,197.73,0,retriever,dog,27,3,2,56
1334,319.23,0,bulldog,dog,40,1,5,3
1335,167.05,0,labrador,dog,56,0,11,22
1336,287.09,0,bulldog,dog,38,2,25,42
1337,373.14,0,labrador,dog,38,4,7,45
1338,126.95,0,retriever,dog,46,0,8,8
1339,165.22,0,bulldog,dog,31,0,7,19
1340,93.92,0,persian,cat,39,2,2,47
1341,230.0,0,poodle,dog,27,1,7,21
1342,210.5,0,bulldog,dog,60,0,9,55
1343,244.36,1,spaniel,dog,46,0,6,55
1344,273.35,0,labrador,dog,42,0,24,59
1345,395.16,0,poodle,dog,28,2,26,47
1346,50.82,0,persian,cat,41,0,9,23
1347,110.05,0,bulldog,dog,47,2,5,46
1348,280.49,0,ragdoll,cat,42,0,3,55
1349,531.25,0,spaniel,dog,42,0,3,11
1350,439.06,1,ragdoll,cat,27,2,2,37
1351,322.98,1,labrador,dog,18,0,3,58
1352,266.01,0,poodle,dog,34,3,13,54
1353,432.18,0,labrador,dog,55,0,3,20
1354,580.51,0,retriever,dog,41,2,24,23
1355,362.88,0,labrador,dog,58,2,10,22
1356,387.72,0,spaniel,dog,34,2,9,19
1357,237.07,0,persian,cat,38,1,7,4
1358,363.83,0,bulldog,dog,42,2,3,42
1359,254.88,0,siamese,cat,42,2,24,3
1360,188.32,0,spaniel,dog,38,2,9,49
1361,437.71,0,spaniel,dog,53,1,10,56
1362,456.12,1,retriever,dog,36,2,36,13
1363,391.73,0,bulldog,dog,37,2,26,27
1364,615.72,0,bulldog,dog,36,0,7,7
1365,211.8,1,ragdoll,cat,53,4,14,27
1366,163.89,0,bulldog,dog,46,2,25,7
1367,149.55,0,bulldog,dog,23,2,4,15
1368,214.41,0,ragdoll,cat,27,1,8,2
1369,739.11,1,retriever,dog,46,0,12,52
1370,178.13,0,spaniel,dog,48,4,1,47
1371,224.65,0,retriever,dog,29,1,10,13
1372,456.27,0,spaniel,dog,29,2,16,53
1373,317.73,0,maine_coon,cat,37,3,5,44
1374,942.95,0,poodle,dog,57,3,11,55
1375,280.49,0,spaniel,dog,35,3,16,21
1376,734.58,1,labrador,dog,18,1,6,48
1377,315.03,0,labrador,dog,49,1,3,39
1378,98.82,0,labrador,dog,29,3,10,28
1379,144.44,0,labrador,dog,20,1,6,8
1380,133.19,0,poodle,dog,37,4,3,36
1381,222.16,0,poodle,dog,40,1,12,25
1382,315.99,0,labrador,dog,32,1,8,34
1383,332.2,0,bulldog,dog,49,1,26,22
1384,335.06,0,spaniel,dog,50,3,7,17
1385,298.18,0,retriever,dog,45,1,16,41
1386,270.38,0,persian,cat,52,1,3,49
1387,279.02,1,persian,cat,49,1,2,41
1388,181.63,0,bulldog,dog,52,0,2,50
1389,247.88,0,poodle,dog,35,1,2,14
1390,247.0,0,siamese,cat,47,0,18,4
1391,525.86,0,labrador,dog,33,3,11,35
1392,247.6,0,bulldog,dog,47,0,11,32
1393,286.14,0,maine_coon,cat,28,2,10,4
1394,871.58,0,retriever,dog,56,0,5,24
1395,351.48,0,bulldog,dog,24,1,24,24
1396,220.23,0,labrador,dog,47,1,3,56
1397,220.35,0,spaniel,dog,49,2,7,40
1398,724.5,0,spaniel,dog,55,0,16,20
1399,299.55,0,bulldog,dog,44,0,3,58
1400,235.92,0,persian,cat,31,1,5,54
1401,187.05,0,bengal,cat,54,0,19,34
1402,142.54,0,bulldog,dog,40,1,4,23
1403,235.38,0,ragdoll,cat,29,2,10,15
1404,263.34,0,spaniel,dog,33,2,40,8
1405,158.6,0,poodle,dog,59,1,12,4
1406,255.11,0,maine_coon,cat,35,0,11,37
1407,210.63,0,bulldog,dog,51,4,20,19
1408,161.46,0,spaniel,dog,48,1,17,30
1409,210.91,0,labrador,dog,40,2,5,14
1410,262.46,0,ragdoll,cat,35,2,5,25
1411,425.79,0,bulldog,dog,36,2,4,45
1412,422.42,0,labrador,dog,37,0,17,8
1413,339.16,0,labrador,dog,37,0,7,52
1414,109.15,0,persian,cat,41,2,1,18
1415,289.97,0,maine_coon,cat,37,2,21,13
1416,388.65,0,labrador,dog,60,3,15,25
1417,187.37,0,labrador,dog,46,1,9,18
1418,523.31,0,spaniel,dog,42,4,7,26
1419,309.96,0,bulldog,dog,34,2,12,15
1420,275.3,0,maine_coon,cat,45,0,9,46
1421,161.59,0,siamese,cat,55,1,6,51
1422,116.02,0,bulldog,dog,49,1,14,53
1423,223.77,0,labrador,dog,29,4,9,35
1424,121.5,0,retriever,dog,54,1,5,43
1425,395.79,0,poodle,dog,25,3,5,8
1426,217.56,0,bengal,cat,47,1,4,26
1427,122.13,0,labrador,dog,60,1,2,58
1428,126.69,0,bulldog,dog,43,1,20,22
1429,657.69,0,spaniel,dog,46,3,6,28
1430,132.26,0,labrador,dog,30,0,7,12
1431,185.17,1,bulldog,dog,43,3,3,43
1432,223.29,0,spaniel,dog,18,4,13,58
1433,379.67,0,labrador,dog,31,2,4,48
1434,266.24,0,bulldog,dog,49,2,4,6
1435,236.3,1,bengal,cat,36,1,4,9
1436,419.04,0,retriever,dog,54,2,4,9
1437,242.16,1,poodle,dog,50,1,2,42
1438,717.82,0,labrador,dog,35,2,6,47
1439,210.73,0,bulldog,dog,45,0,21,43
1440,67.76,0,siamese,cat,48,1,24,48
1441,87.56,0,bengal,cat,46,1,22,16
1442,189.55,0,maine_coon,cat,54,1,15,27
1443,90.77,1,maine_coon,cat,40,0,7,12
1444,314.47,0,maine_coon,cat,56,1,17,59
1445,336.99,0,maine_coon,cat,35,0,12,35
1446,357.33,0,bulldog,dog,49,0,14,37
1447,153.21,0,bengal,cat,45,1,6,14
1448,164.36,0,spaniel,dog,28,4,28,38
1449,298.88,0,maine_coon,cat,42,2,2,30
1450,140.78,0,ragdoll,cat,39,1,2,21
1451,318.6,0,persian,cat,23,4,9,20
1452,332.21,0,poodle,dog,63,2,7,23
1453,293.21,0,bulldog,dog,37,0,7,24
1454,189.26,0,labrador,dog,41,0,18,40
1455,147.89,1,labrador,dog,37,1,13,11
1456,321.42,1,spaniel,dog,60,2,12,10
1457,341.95,1,persian,cat,52,2,5,53
1458,111.77,0,bulldog,dog,51,0,5,37
1459,520.31,0,poodle,dog,53,2,0,35
1460,112.96,0,spaniel,dog,48,1,10,14
1461,93.13,0,retriever,dog,46,1,2,54
1462,249.89,0,poodle,dog,40,1,20,15
1463,366.02,0,spaniel,dog,33,1,1,2
1464,77.95,0,spaniel,dog,39,0,3,7
1465,268.21,0,labrador,dog,24,2,14,56
1466,363.95,0,spaniel,dog,37,1,17,24
1467,683.06,0,spaniel,dog,32,0,7,35
1468,312.58,1,labrador,dog,53,0,4,24
1469,266.58,0,ragdoll,cat,58,3,5,2
1470,463.17,0,bengal,cat,47,2,12,25
1471,522.1,0,bengal,cat,39,3,14,41
1472,471.23,0,bengal,cat,43,1,8,24
1473,211.42,0,bulldog,dog,29,2,6,16
1474,114.51,0,poodle,dog,48,1,1,19
1475,121.41,0,labrador,dog,43,1,14,27
1476,132.79,0,retriever,dog,46,0,0,46
1477,462.51,0,spaniel,dog,39,1,23,2
1478,153.87,1,spaniel,dog,29,3,15,32
1479,66.6,1,spaniel,dog,42,0,2,21
1480,100.1,0,maine_coon,cat,55,3,3,49
1481,177.56,0,labrador,dog,43,1,4,45
1482,329.13,0,retriever,dog,54,1,4,3
1483,326.44,0,spaniel,dog,35,0,39,43
1484,489.52,0,poodle,dog,52,1,10,15
1485,254.67,1,ragdoll,cat,65,1,34,21
1486,77.72,0,persian,cat,57,1,5,8
1487,321.6,0,persian,cat,32,3,26,27
1488,280.46,0,poodle,dog,34,0,11,11
1489,502.1,0,bulldog,dog,20,1,4,42
1490,247.62,0,bulldog,dog,44,1,18,3
1491,139.08,0,retriever,dog,37,0,6,12
1492,98.03,0,retriever,dog,56,5,4,22
1493,200.82,0,spaniel,dog,49,0,11,29
1494,195.15,0,ragdoll,cat,32,2,6,40
1495,166.02,0,bulldog,dog,54,0,9,3
1496,415.94,0,persian,cat,43,3,15,30
1497,284.41,0,spaniel,dog,27,2,5,12
1498,356.56,0,retriever,dog,41,1,5,17
1499,506.54,0,siamese,cat,51,3,8,38
1500,277.88,0,siamese,cat,36,0,1,52
1501,95.3,0,bengal,cat,43,0,17,13
1502,170.64,0,retriever,dog,36,3,10,53
1503,193.69,0,spaniel,dog,34,0,19,36
1504,593.06,0,poodle,dog,46,0,10,51
1505,211.52,0,retriever,dog,39,1,7,31
1506,820.49,0,poodle,dog,18,1,4,20
1507,162.09,1,bulldog,dog,45,1,0,51
1508,100.13,0,bulldog,dog,43,2,11,48
1509,332.12,0,poodle,dog,40,2,9,34
1510,268.57,0,spaniel,dog,41,4,8,39
1511,288.92,0,labrador,dog,28,0,2,22
1512,251.91,0,poodle,dog,47,1,7,39
1513,601.4,0,bengal,cat,40,0,6,14
1514,211.02,0,bulldog,dog,44,2,6,3
1515,126.96,0,spaniel,dog,65,1,9,57
1516,177.4,0,bulldog,dog,47,1,12,16
1517,183.9,1,labrador,dog,27,1,0,1
1518,212.26,0,spaniel,dog,47,1,4,48
1519,191.67,0,bulldog,dog,43,3,13,53
1520,425.7,0,poodle,dog,52,0,10,49
1521,347.83,0,bulldog,dog,45,1,3,9
1522,243.71,0,siamese,cat,51,1,4,49
1523,355.46,0,bulldog,dog,18,2,4,4
1524,308.0,1,retriever,dog,43,0,9,4
1525,265.27,1,retriever,dog,45,1,14,28
1526,447.9,0,bulldog,dog,35,4,1,5
1527,400.63,0,poodle,dog,32,1,18,3
1528,171.86,0,labrador,dog,38,1,8,37
1529,360.49,1,maine_coon,cat,53,0,8,10
1530,291.7,0,poodle,dog,44,1,1,2
1531,276.53,0,poodle,dog,37,5,18,19
1532,360.98,0,poodle,dog,53,3,9,20
1533,197.66,0,spaniel,dog,29,1,13,59
1534,419.77,0,retriever,dog,47,0,16,1
1535,170.64,0,labrador,dog,40,1,13,44
1536,363.0,0,bulldog,dog,46,1,3,21
1537,210.59,0,bulldog,dog,26,3,3,23
1538,383.56,1,labrador,dog,61,0,17,15
1539,248.88,0,poodle,dog,56,0,3,38
1540,422.47,0,spaniel,dog,35,0,4,1
1541,251.41,0,poodle,dog,31,1,0,16
1542,59.69,0,bulldog,dog,51,0,7,15
1543,296.65,0,spaniel,dog,48,1,6,20
1544,172.86,0,poodle,dog,24,0,19,18
1545,462.68,0,spaniel,dog,44,3,6,4
1546,202.46,0,poodle,dog,57,0,9,1
1547,553.42,0,labrador,dog,49,1,5,53
1548,161.27,0,spaniel,dog,48,0,10,11
1549,124.64,0,persian,cat,59,1,16,25
1550,495.73,1,spaniel,dog,33,4,6,3
1551,260.81,0,poodle,dog,43,0,7,35
1552,110.94,0,siamese,cat,62,1,13,21
1553,214.29,0,spaniel,dog,32,0,9,44
1554,415.13,1,maine_coon,cat,35,6,28,18
1555,348.05,0,siamese,cat,34,3,4,1
1556,265.98,0,bulldog,dog,58,1,12,4
1557,487.97,1,bulldog,dog,50,1,20,29
1558,142.65,0,bulldog,dog,46,1,10,15
1559,470.29,0,retriever,dog,28,0,5,14
1560,231.65,0,labrador,dog,29,2,2,11
1561,231.4,1,poodle,dog,39,0,6,43
1562,342.65,0,bulldog,dog,43,0,14,23
1563,279.04,1,retriever,dog,39,1,7,7
1564,338.64,1,siamese,cat,34,3,7,46
1565,349.78,0,ragdoll,cat,37,5,9,43
1566,227.66,0,retriever,dog,28,0,10,18
1567,272.75,0,poodle,dog,54,2,6,51
1568,230.67,0,labrador,dog,31,1,3,7
1569,176.75,0,spaniel,dog,47,2,5,9
1570,476.56,0,siamese,cat,41,1,11,25
1571,105.18,0,siamese,cat,35,0,2,22
1572,562.94,0,persian,cat,45,1,9,59
1573,230.95,0,retriever,dog,48,2,3,19
1574,291.84,0,bengal,cat,43,0,10,49
1575,481.82,0,retriever,dog,44,0,5,42
1576,289.31,0,bengal,cat,27,0,3,54
1577,215.01,1,poodle,dog,43,2,17,10
1578,379.07,1,labrador,dog,52,4,5,16
1579,165.88,0,retriever,dog,53,0,10,33
1580,1050.89,0,maine_coon,cat,50,2,0,53
1581,300.88,0,labrador,dog,43,0,4,6
1582,276.92,0,poodle,dog,55,3,10,9
1583,135.14,0,spaniel,dog,40,2,3,36
1584,218.22,1,retriever,dog,47,1,2,32
1585,449.88,0,spaniel,dog,52,1,11,16
1586,136.27,1,bulldog,dog,50,1,4,35
1587,156.48,1,maine_coon,cat,40,0,8,35
1588,108.25,0,bulldog,dog,37,0,7,11
1589,223.72,0,poodle,dog,48,2,6,58
1590,229.15,0,poodle,dog,31,1,5,32
1591,57.58,0,labrador,dog,39,2,22,28
1592,278.63,0,maine_coon,cat,39,5,7,57
1593,216.96,1,bengal,cat,34,0,4,45
1594,371.09,0,bulldog,dog,43,3,15,30
1595,326.83,0,labrador,dog,49,0,7,59
1596,248.34,0,bulldog,dog,45,1,4,22
1597,430.55,0,bulldog,dog,64,1,8,56
1598,274.93,0,spaniel,dog,37,0,13,24
1599,391.33,0,bulldog,dog,36,0,4,56
1600,235.0,0,bulldog,dog,37,1,14,58
1601,318.64,1,retriever,dog,36,3,10,2
1602,177.42,1,maine_coon,cat,42,0,11,30
1603,444.47,1,retriever,dog,43,0,7,42
1604,348.05,0,labrador,dog,64,1,16,52
1605,571.13,0,poodle,dog,60,2,13,33
1606,127.78,0,bulldog,dog,56,2,1,50
1607,767.54,0,spaniel,dog,48,0,13,47
1608,159.57,1,poodle,dog,37,1,16,38
1609,96.17,0,siamese,cat,37,6,14,24
1610,389.12,0,siamese,cat,27,2,15,52
1611,359.49,0,poodle,dog,34,3,18,38
1612,136.68,0,labrador,dog,38,3,0,55
1613,258.5,0,bengal,cat,54,1,16,40
1614,429.42,0,bengal,cat,46,0,21,18
1615,187.88,0,ragdoll,cat,49,0,14,17
1616,215.28,0,spaniel,dog,47,1,10,52
1617,320.7,1,persian,cat,41,0,10,47
1618,236.58,0,labrador,dog,48,1,2,29
1619,228.83,1,ragdoll,cat,51,2,10,49
1620,202.35,0,poodle,dog,38,2,6,15
1621,445.24,0,bengal,cat,55,2,11,55
1622,298.92,1,spaniel,dog,39,0,16,10
1623,165.25,0,bengal,cat,32,0,24,15
1624,303.43,0,ragdoll,cat,32,2,17,38
1625,419.1,0,poodle,dog,42,2,7,17
1626,318.79,0,labrador,dog,48,1,9,22
1627,303.28,0,spaniel,dog,40,0,4,20
1628,391.0,0,poodle,dog,45,1,7,15
1629,140.91,0,labrador,dog,32,1,13,51
1630,328.58,0,retriever,dog,46,0,5,58
1631,383.07,0,retriever,dog,49,0,9,58
1632,234.43,0,labrador,dog,38,2,9,55
1633,245.83,0,siamese,cat,29,0,2,19
1634,215.57,0,retriever,dog,31,2,14,20
1635,171.52,0,bulldog,dog,43,2,18,12
1636,195.45,0,labrador,dog,50,1,21,16
1637,195.96,0,spaniel,dog,29,1,3,34
1638,222.7,1,poodle,dog,44,3,12,55
1639,150.89,0,retriever,dog,27,2,5,44
1640,199.77,0,poodle,dog,55,2,5,41
1641,672.69,0,bulldog,dog,50,2,7,20
1642,413.43,0,retriever,dog,53,3,9,24
1643,482.66,0,maine_coon,cat,48,2,8,36
1644,164.97,1,maine_coon,cat,46,0,7,58
1645,582.78,1,spaniel,dog,18,1,1,30
1646,395.63,0,spaniel,dog,47,1,5,20
1647,209.31,0,poodle,dog,33,2,2,25
1648,192.17,0,poodle,dog,51,0,18,5
1649,160.25,0,bulldog,dog,33,3,2,53
1650,356.0,0,poodle,dog,29,2,4,53
1651,223.72,0,siamese,cat,38,0,21,58
1652,279.23,1,poodle,dog,46,1,23,37
1653,340.96,0,bulldog,dog,42,2,16,15
1654,952.27,0,labrador,dog,43,3,30,21
1655,238.69,0,spaniel,dog,36,0,11,17
1656,243.58,0,retriever,dog,50,4,9,1
1657,741.9,0,poodle,dog,46,1,16,38
1658,490.61,0,maine_coon,cat,53,2,4,37
1659,261.36,0,poodle,dog,28,0,12,30
1660,254.61,1,bulldog,dog,38,0,22,35
1661,453.86,0,poodle,dog,59,4,13,20
1662,132.36,1,spaniel,dog,52,2,14,4
1663,283.61,0,spaniel,dog,42,3,2,50
1664,355.6,0,poodle,dog,38,1,14,24
1665,82.38,1,bengal,cat,38,2,5,34
1666,520.02,0,retriever,dog,26,1,1,36
1667,206.15,0,labrador,dog,28,4,8,14
1668,174.07,0,labrador,dog,22,0,11,30
1669,171.49,0,labrador,dog,60,1,17,45
1670,363.39,0,bulldog,dog,49,3,9,3
1671,159.06,0,retriever,dog,37,2,7,22
1672,144.87,0,persian,cat,41,5,11,17
1673,253.43,0,retriever,dog,30,3,3,34
1674,133.85,0,poodle,dog,30,0,2,12
1675,335.08,0,ragdoll,cat,44,2,7,17
1676,180.44,1,ragdoll,cat,37,1,7,5
1677,158.42,0,spaniel,dog,42,1,26,18
1678,363.17,1,bengal,cat,47,0,10,5
1679,216.79,0,ragdoll,cat,65,1,4,59
1680,128.26,0,persian,cat,49,2,3,11
1681,248.69,0,poodle,dog,40,0,17,7
1682,234.01,0,retriever,dog,22,0,5,5
1683,292.67,0,siamese,cat,32,1,17,6
1684,225.08,0,poodle,dog,34,1,4,24
1685,323.81,0,spaniel,dog,31,2,3,34
1686,274.88,0,spaniel,dog,36,2,10,18
1687,171.91,1,retriever,dog,36,3,0,33
1688,265.17,0,retriever,dog,35,3,21,37
1689,291.41,0,labrador,dog,40,0,2,11
1690,237.1,0,labrador,dog,37,1,3,38
1691,245.82,0,spaniel,dog,64,1,7,17
1692,493.66,0,poodle,dog,34,2,14,41
1693,266.15,0,labrador,dog,43,4,10,30
1694,247.28,0,labrador,dog,41,0,25,36
1695,283.8,0,labrador,dog,45,0,12,20
1696,157.19,1,persian,cat,51,1,2,50
1697,307.83,0,labrador,dog,42,1,14,2
1698,286.46,0,ragdoll,cat,27,1,14,49
1699,160.53,0,bulldog,dog,38,2,5,59
1700,310.42,1,labrador,dog,38,1,3,47
1701,180.02,1,retriever,dog,46,2,12,13
1702,150.66,0,bulldog,dog,34,1,5,34
1703,508.17,1,spaniel,dog,38,1,8,34
1704,139.39,1,ragdoll,cat,36,0,16,40
1705,511.0,0,labrador,dog,51,1,3,49
1706,527.97,0,spaniel,dog,39,2,13,44
1707,434.02,0,bulldog,dog,43,3,6,16
1708,274.45,0,siamese,cat,43,1,5,7
1709,612.96,0,poodle,dog,25,0,9,58
1710,486.38,0,ragdoll,cat,32,1,5,17
1711,114.41,0,persian,cat,63,3,3,39
1712,171.65,0,retriever,dog,38,2,0,18
1713,241.04,0,ragdoll,cat,24,2,12,14
1714,77.82,0,bulldog,dog,29,3,6,44
1715,223.83,1,spaniel,dog,59,4,23,2
1716,464.01,0,spaniel,dog,38,4,5,12
1717,282.51,1,maine_coon,cat,43,4,15,14
1718,178.27,0,poodle,dog,51,1,2,12
1719,240.64,0,labrador,dog,42,2,8,32
1720,307.24,0,bulldog,dog,42,1,20,16
1721,392.76,0,poodle,dog,43,2,7,20
1722,263.7,0,poodle,dog,20,2,8,39
1723,256.76,0,bengal,cat,43,3,4,21
1724,364.21,0,spaniel,dog,34,0,5,56
1725,238.13,0,siamese,cat,34,1,3,15
1726,206.58,0,maine_coon,cat,43,1,0,44
1727,215.39,0,labrador,dog,28,3,2,19
1728,105.47,0,persian,cat,46,1,11,58
1729,221.97,0,poodle,dog,54,4,8,29
1730,416.63,0,persian,cat,41,3,1,17
1731,317.53,1,siamese,cat,31,1,15,9
1732,549.42,0,poodle,dog,40,0,16,37
1733,423.45,0,bulldog,dog,21,2,2,5
1734,581.36,0,spaniel,dog,56,1,3,51
1735,351.77,0,labrador,dog,65,2,0,3
1736,264.84,0,labrador,dog,43,0,8,9
1737,202.42,1,ragdoll,cat,29,4,10,11
1738,97.21,0,spaniel,dog,33,3,3,35
1739,254.53,0,persian,cat,57,2,7,47
1740,126.62,0,persian,cat,43,1,12,13
1741,215.95,0,siamese,cat,57,2,12,18
1742,57.67,0,labrador,dog,24,1,8,16
1743,295.61,0,poodle,dog,34,3,7,2
1744,192.75,1,bulldog,dog,40,1,7,6
1745,114.88,0,bulldog,dog,28,3,6,25
1746,234.06,1,ragdoll,cat,30,1,20,21
1747,300.72,0,ragdoll,cat,71,2,7,32
1748,499.01,0,spaniel,dog,48,2,13,40
1749,323.13,0,poodle,dog,43,1,22,23
1750,195.59,0,maine_coon,cat,37,1,20,42
1751,269.52,0,retriever,dog,63,1,5,2
1752,221.12,0,retriever,dog,28,2,6,21
1753,196.0,0,labrador,dog,46,0,12,50
1754,159.99,0,retriever,dog,43,0,2,26
1755,373.4,0,bulldog,dog,38,1,6,44
1756,262.95,0,bulldog,dog,43,1,6,38
1757,440.91,0,persian,cat,44,1,2,33
1758,282.24,0,retriever,dog,36,0,6,13
1759,459.9,0,retriever,dog,50,1,16,4
1760,114.73,0,bulldog,dog,41,0,5,53
1761,224.86,0,spaniel,dog,33,2,1,41
1762,195.44,0,labrador,dog,53,1,23,36
1763,144.34,0,labrador,dog,18,0,13,29
1764,191.04,0,poodle,dog,29,2,0,50
1765,177.85,0,poodle,dog,59,2,4,1
1766,234.44,0,bengal,cat,37,0,6,23
1767,219.58,0,labrador,dog,45,2,6,31
1768,201.65,0,poodle,dog,37,2,8,52
1769,199.68,0,poodle,dog,44,2,5,16
1770,275.23,0,labrador,dog,42,2,4,37
1771,134.08,0,persian,cat,56,2,4,56
1772,283.23,0,spaniel,dog,39,2,10,44
1773,216.48,0,maine_coon,cat,52,1,13,39
1774,248.5,0,siamese,cat,43,1,6,7
1775,349.58,0,bulldog,dog,40,2,3,1
1776,64.18,0,spaniel,dog,49,1,10,32
1777,93.59,0,retriever,dog,40,2,10,31
1778,248.81,0,maine_coon,cat,34,1,20,58
1779,593.03,0,spaniel,dog,24,2,10,23
1780,179.23,0,spaniel,dog,36,1,14,53
1781,309.39,0,bengal,cat,66,1,7,55
1782,156.05,1,retriever,dog,23,2,23,40
1783,176.47,0,bulldog,dog,53,5,9,28
1784,218.01,0,poodle,dog,50,0,9,2
1785,335.65,0,retriever,dog,49,2,19,11
1786,226.81,0,persian,cat,61,1,9,34
1787,315.93,0,spaniel,dog,49,1,8,51
1788,117.93,0,maine_coon,cat,37,1,7,53
1789,139.47,0,labrador,dog,44,3,1,45
1790,195.94,0,spaniel,dog,51,2,12,20
1791,316.48,0,bulldog,dog,46,0,7,49
1792,189.42,0,poodle,dog,36,3,8,42
1793,274.62,0,labrador,dog,50,1,9,14
1794,244.08,1,bulldog,dog,45,0,9,52
1795,264.31,0,bulldog,dog,43,2,14,25
1796,230.47,0,siamese,cat,41,0,7,32
1797,144.53,0,poodle,dog,38,2,19,9
1798,275.06,0,bulldog,dog,40,3,10,53
1799,186.93,0,retriever,dog,41,1,3,59
1800,143.36,0,poodle,dog,36,2,15,44
1801,241.77,0,retriever,dog,51,0,3,32
1802,113.84,0,siamese,cat,41,1,13,48
1803,365.55,0,ragdoll,cat,28,0,4,21
1804,266.22,0,bengal,cat,37,0,5,48
1805,311.05,1,bengal,cat,38,3,4,2
1806,144.94,0,maine_coon,cat,62,2,8,2
1807,213.32,0,spaniel,dog,43,2,4,20
1808,215.01,0,spaniel,dog,33,0,30,54
1809,629.85,0,ragdoll,cat,34,0,6,21
1810,357.22,0,bengal,cat,41,1,20,57
1811,460.98,0,labrador,dog,44,1,14,17
1812,496.51,0,poodle,dog,39,1,14,37
1813,353.97,0,bulldog,dog,50,1,11,12
1814,281.83,1,labrador,dog,40,4,24,27
1815,234.24,1,siamese,cat,39,3,13,43
1816,262.78,0,ragdoll,cat,48,0,9,7
1817,282.35,0,spaniel,dog,62,1,10,5
1818,263.88,0,poodle,dog,44,4,5,53
1819,223.29,0,siamese,cat,19,2,9,59
1820,162.11,0,spaniel,dog,49,2,7,48
1821,200.59,0,ragdoll,cat,61,0,4,25
1822,428.33,0,spaniel,dog,46,0,5,46
1823,347.68,0,poodle,dog,30,1,11,32
1824,257.79,0,retriever,dog,55,0,3,21
1825,235.53,1,siamese,cat,45,1,4,37
1826,307.7,0,retriever,dog,32,2,15,43
1827,122.24,0,bulldog,dog,25,1,3,11
1828,210.85,0,retriever,dog,22,1,20,58
1829,215.26,1,poodle,dog,47,7,6,52
1830,166.3,0,poodle,dog,54,3,36,34
1831,169.18,0,bulldog,dog,48,2,15,56
1832,220.51,0,bulldog,dog,48,4,6,15
1833,191.92,0,poodle,dog,60,1,8,47
1834,423.58,0,retriever,dog,49,5,17,20
1835,174.07,0,poodle,dog,24,0,5,52
1836,212.41,0,spaniel,dog,36,0,6,4
